image_name,concept,explanation
34f04e9f2bb183ada55ae5ae142ce6d,nature,"the forceful cascade of the waterfall and the rapid current emphasise the raw, untamed power of nature."
34f04e9f2bb183ada55ae5ae142ce6d,outdoor,the water is for water sports
34f04e9f2bb183ada55ae5ae142ce6d,skillful,fun and active pastime
34f04e9f2bb183ada55ae5ae142ce6d,temperature,cold water
34f04e9f2bb183ada55ae5ae142ce6d,watersport,outdoor activity
36321f685a6eba5dc6b88edc9843770,bravery,the image conveys a sense of risk taken for a greater prize.
36321f685a6eba5dc6b88edc9843770,buoyant,the swimmer would feel buoyant in the water
36321f685a6eba5dc6b88edc9843770,choice,"this image depicts choice, in some situations we can decide to fight till the end, or give up along the line, but fighting to the end makes us stronger than giving up."
36321f685a6eba5dc6b88edc9843770,descent,the image conveys a sense of falling from glory. success lost.
36321f685a6eba5dc6b88edc9843770,distorted,the sound under the water would appear distorted to the swimmer
36321f685a6eba5dc6b88edc9843770,effort,the swimmer in the image effortfully propels himself through the water
36321f685a6eba5dc6b88edc9843770,endurance,hands tied under water mostly depicts the concept of endurance and test of strength
36321f685a6eba5dc6b88edc9843770,exercise,swimming is a wonderful form of low impact exercise
36321f685a6eba5dc6b88edc9843770,intense,the act of competing
36321f685a6eba5dc6b88edc9843770,mirage,the image conveys the sense of a situation not clearly seen.
36321f685a6eba5dc6b88edc9843770,silence,the silence and peacefulness of being in the water
36321f685a6eba5dc6b88edc9843770,speed,the start of a race underwater
36321f685a6eba5dc6b88edc9843770,streamline,the way the body passes quickly through water
36321f685a6eba5dc6b88edc9843770,suffocation,"some situation have us hooked up in this position, hands tied and whole body underneath the water, meaning we're very limited on how to act in such situations."
36321f685a6eba5dc6b88edc9843770,wet,your body getting wet from being in the water
36d43dc8e415679f684c1b238f8d4fdc,assistance,people gathered around the counter suggest they are seeking help or information.
36d43dc8e415679f684c1b238f8d4fdc,busy,there appears to be a lot of people in this image in quite a small space
36d43dc8e415679f684c1b238f8d4fdc,busy,the picture shows everyone is busy with whatever they have come to do
36d43dc8e415679f684c1b238f8d4fdc,congestion,shows that the space is tightly packed
36d43dc8e415679f684c1b238f8d4fdc,crowd,the number of individuals in close proximity highlights a busy or congested environment.
36d43dc8e415679f684c1b238f8d4fdc,crowded,"there a lot of people in this location, with almost all of them focusing on writing something or trying to get near the counter, suggesting a busy environment."
36d43dc8e415679f684c1b238f8d4fdc,engaged,"all travellers are deeply engaged with forms needing to be filled out, nobody noticing what is happening around them."
36d43dc8e415679f684c1b238f8d4fdc,explore,the ability to explore different places around the world thorugh airplane travel.
36d43dc8e415679f684c1b238f8d4fdc,holiday,the luggage people have with them suggests some sort of traveling
36d43dc8e415679f684c1b238f8d4fdc,information,the people all appear to be quite concentrated and filling out or reading documents
36d43dc8e415679f684c1b238f8d4fdc,journey,the picture also shows that this more like boarding station
36d43dc8e415679f684c1b238f8d4fdc,stress,"with most people busy writing down something and their facial expressions indicating seriousness, it might be a timed task to write down something which would induce anxiety and stress."
36d43dc8e415679f684c1b238f8d4fdc,travel,"the presence of luggage and a wheelchair indicates a setting related to transportation, such as an airport or station."
36d43dc8e415679f684c1b238f8d4fdc,travel,"travellers filling out forms for airlines to declare what they are flying with, in a busy airport with many luggages around."
36d43dc8e415679f684c1b238f8d4fdc,travel,"since most people are standing near luggage and bags, it suggests they're in an airport or a big transportation place."
371a1832964f9b8f6728458bb840be20,accident,the image shows a train that shattered and damaged.
371a1832964f9b8f6728458bb840be20,anxiety,the level of damage makes the viewer of the image worried about the people who may have been traveling on the train.
371a1832964f9b8f6728458bb840be20,damage,a large amount of damage caused which has spread
371a1832964f9b8f6728458bb840be20,death,the mangled wreckage suggests people could have been seriously injured or killed
371a1832964f9b8f6728458bb840be20,destroyed,the whole trained has been destroyed as well as the surroundings
371a1832964f9b8f6728458bb840be20,gloomy,the clouds signify doom and gloom
371a1832964f9b8f6728458bb840be20,gratitude,i am feeling grateful for the people that working as a firefighter
371a1832964f9b8f6728458bb840be20,grief,the pictures makes ma think of an accident where people might have lost their life
371a1832964f9b8f6728458bb840be20,hope,i am hoping that nobody was injured in this incident and that there are no people hurt
371a1832964f9b8f6728458bb840be20,repair,the image represents professionals trying to fix or evacuate the damaged train.
371a1832964f9b8f6728458bb840be20,rescue,rescuers and/or emergency workers can be seen who may be trying to save lives and aid the recovery efforts
371a1832964f9b8f6728458bb840be20,rescue,this also shows professionals trying to salvage what ever that may be remaining in the train.
371a1832964f9b8f6728458bb840be20,sadness,the darkness and the extent of the wreakage makes you feel helpless.
371a1832964f9b8f6728458bb840be20,terror,the image looks like the results of a serious collision or explosion
371a1832964f9b8f6728458bb840be20,tragedy,the image conveys an accident has occurred and firefighters are assessing the damage.
37a12eba41715bf6ec5483a0a7e96a7e,calm,the water being relatively calm conveys the feeling of peace and calm
37a12eba41715bf6ec5483a0a7e96a7e,cold,the setting in the middle of the makes you feel cold and a little lonely.
37a12eba41715bf6ec5483a0a7e96a7e,curiosity,we can make out that there are people on board but it is not clear who they are and what they are doing
37a12eba41715bf6ec5483a0a7e96a7e,eager to achieve success,i feel like this because owning a yacht means you have to be successful
37a12eba41715bf6ec5483a0a7e96a7e,excitement,traveling whilst experiencing new situations would provide excitement and the thrill of the unknown
37a12eba41715bf6ec5483a0a7e96a7e,fun,this show people in a yacht having a good time.
37a12eba41715bf6ec5483a0a7e96a7e,honeymoon,this also represents two people having good time together.
37a12eba41715bf6ec5483a0a7e96a7e,importance,the shape and colours of the boat makes me feel like this boat has an important mission.
37a12eba41715bf6ec5483a0a7e96a7e,luxury,an expensive ship which conveys luxury and class
37a12eba41715bf6ec5483a0a7e96a7e,opulence,some people are spending a lot of money on luxury items
37a12eba41715bf6ec5483a0a7e96a7e,peace,"being away from civilisation, on the sea, would be quiet sand relaxing"
37a12eba41715bf6ec5483a0a7e96a7e,scared,the ocean is a scary place because you never know what's under the water
37a12eba41715bf6ec5483a0a7e96a7e,travel,this also represents people traveling in a yacht
37a12eba41715bf6ec5483a0a7e96a7e,wealth,a yacht is usually owned and enjoyed by those of great wealth
37a12eba41715bf6ec5483a0a7e96a7e,wealth,the uniqueness of the boat makes you feel like it is an expensive thing and makes you feel envious.
37a2b9e89779e8e577f9e09ce466aa59,choice paralysi,"while the sign acts to give you a place to go, the amount of places, the business of the sign makes it seem like you have to many choices."
37a2b9e89779e8e577f9e09ce466aa59,clarity,"direction panels are designed to be simple and easy to understand, using symbols or words to minimize confusion and enhance the flow of movement."
37a2b9e89779e8e577f9e09ce466aa59,clear,the words are easily readable
37a2b9e89779e8e577f9e09ce466aa59,colorful,many colors are used to show differing directions
37a2b9e89779e8e577f9e09ce466aa59,guidance,"the sign, while busy, will eventually guide you to where you need to be."
37a2b9e89779e8e577f9e09ce466aa59,holidays,this image would remind someone of being on holiday as they would see this at a tourist area.
37a2b9e89779e8e577f9e09ce466aa59,information,this image provides information about which direction the activities are in.
37a2b9e89779e8e577f9e09ce466aa59,informative,the directions are clear
37a2b9e89779e8e577f9e09ce466aa59,lost,"if you are looking at the sign, you must be lost."
37a2b9e89779e8e577f9e09ce466aa59,navigation,"it serves as a tool for wayfinding, ensuring that people can find their way in unfamiliar or large spaces like airports or cities."
37a2b9e89779e8e577f9e09ce466aa59,pole,a pole mounted with names
37a2b9e89779e8e577f9e09ce466aa59,sign,a sign showing different places
37a2b9e89779e8e577f9e09ce466aa59,signage,"a direction panel helps guide people to their destinations, providing clear and easy-to-follow information."
37a2b9e89779e8e577f9e09ce466aa59,study,every word on the pole has a different meaning
37a2b9e89779e8e577f9e09ce466aa59,tourism,this image evokes the idea of being in a tourist spot as it has where everything is.
37d6c08b519955a63aa2e084efad24,accident,"it looks as if the van did a lot of damage driving into the back of the white suv, this looks like a pretty serious car accident"
37d6c08b519955a63aa2e084efad24,accident,the image shows two vehicles that have been involved in an accident.
37d6c08b519955a63aa2e084efad24,anger,"although we can't see the people's faces, one can imagine anyone involved in this car accident would be angry and agitated"
37d6c08b519955a63aa2e084efad24,anger,the lady is angrily confronting another man as they argue about the car crash.
37d6c08b519955a63aa2e084efad24,angry,at the event
37d6c08b519955a63aa2e084efad24,calm,the woman's body language on the left shows that she is calm and the crash wasn't serious.
37d6c08b519955a63aa2e084efad24,chaos,the image elicits a feeling of complete disorder and confusion.
37d6c08b519955a63aa2e084efad24,communication,the woman on the right seems to be frantically talking to someone about the crash.
37d6c08b519955a63aa2e084efad24,dialogue,talking about possible solutions
37d6c08b519955a63aa2e084efad24,driving,"as the situation involves cars and the picture was taken by the road, the setting describes a scene related to driving in general"
37d6c08b519955a63aa2e084efad24,legal case,the lady is contemplating to file a legal case because she believes that the culprit in this horrible car accident is the man she is confronting.
37d6c08b519955a63aa2e084efad24,random,"it is likely that the picture was taken without any prior planning, and was taken in the moment."
37d6c08b519955a63aa2e084efad24,sad,feeling bad about the incurred expenses
37d6c08b519955a63aa2e084efad24,uncertainty,"the picture is a clear depiction that something happened, but it is not sure exactly what happened."
37d6c08b519955a63aa2e084efad24,worried,both of them are worried because of the financial stress that they are about to experience especially if either or both of them do not have car insurance and if either would also bring this incident to court.
